model,family,configuration,attempted_queries,expected_queries,valid_responses,ndcg_at_10,accuracy,avg_cost_cny,avg_latency_seconds,effective_success_rate,overall_score,avg_prompt_tokens,avg_completion_tokens,avg_reasoning_tokens,avg_cached_tokens,p50_latency_seconds,p95_latency_seconds,api_success_rate,failure_rate,unknown_cost_calls,known_cost_cny,accounted_and_reserved_cny,quality_first_score,economy_first_score,aiq,pareto_frontier,selection_status,failure_reasons,source
glm-4.6,GLM,none,12,12,12,0.6785503870010835,0.5833333333333334,0.005732333333333333,5.887750000001688,1.0,59.10465226401651,2359.0833333333335,64,0,138.66666666666666,3.1715000000112923,19.345499999995795,1.0,0.0,0,0.06878062475200002,0.068788,61.535016288331846,57.156459457541274,27.516799158307048,True,合格但未入前五,{},https://aihubmix.com/model/glm-4.6
qwen3-coder-30b-a3b-instruct,Qwen,none,12,12,11,0.6042291350380545,0.4166666666666667,0.00424425,1.4476666666717695,0.9166666666666666,58.94831139299856,2434.1666666666665,54.583333333333336,,,1.3355000000010477,1.9725000000136785,1.0,0.08333333333333337,0,0.050928,0.050931,56.17491540152217,59.59958238447496,29.38010505330974,False,未达晋级门槛,"{""invalid_ranking_format"": 1}",https://aihubmix.com/model/qwen3-coder-30b-a3b-instruct
gpt-5.4-mini,GPT,low,12,12,12,0.6692576826325133,0.5833333333333334,0.021292500000000002,2.497416666667656,1.0,58.61014429184874,2317.75,205.16666666666666,161.25,0,2.25,3.5466500000024093,1.0,0.0,0,0.25551,0.25551,60.281900591042984,53.521311555567706,7.353475495866188,False,合格但未入前五,{},https://aihubmix.com/model/gpt-5.4-mini
mistral-large-3,Mistral,none,12,12,12,0.6410041674325891,0.5,0.010851999999999999,1.7136666666629026,1.0,58.390730084246776,2523.5,63.166666666666664,,,1.8049999999784632,2.2202999999979505,1.0,0.0,0,0.13022399999999998,0.13022399999999998,57.943889513374344,54.98943206315461,13.14278666873145,False,合格但未入前五,{},https://aihubmix.com/model/mistral-large-3
llama-4-maverick,Llama,none,12,12,12,0.6287409780848223,0.3333333333333333,0.0036551666666666672,1.8438333333324408,1.0,58.189850899635445,2242.6666666666665,41.5,,,1.6095000000059372,3.3230499999976004,1.0,0.0,0,0.043856,0.043862000000000005,54.82780579005956,59.724312675878,30.521005801148135,False,未达晋级门槛,{},https://aihubmix.com/model/llama-4-maverick
glm-5.1,GLM,none,12,12,12,0.6681637595483896,0.5,0.01749375,2.00266666666721,1.0,58.01603872736409,2358.4166666666665,57.333333333333336,,0,1.9455000000016298,2.5307999999931776,1.0,0.0,0,0.20991827999999998,0.209925,58.14897440725429,53.60430174455605,8.347007928177133,False,合格但未入前五,{},https://aihubmix.com/model/glm-5.1
doubao-seed-2-0-pro,Doubao,none,12,12,12,0.6824506165896099,0.5833333333333334,0.011801916666666667,3.8188333333406868,1.0,57.7170898263784,2793.4166666666665,53.166666666666664,0,0,3.7884999999951106,5.060200000010081,1.0,0.0,0,0.14161635359999997,0.141623,60.368258784866704,53.50647007040878,13.406550665389203,False,合格但未入前五,{},https://aihubmix.com/model/doubao-seed-2-0-pro
kimi-k2.5,Kimi,none,12,12,12,0.6592340641043114,0.5,0.0131295,2.169416666671168,1.0,57.64842395054847,2504,46.25,,0,2.062999999994645,2.955299999999988,1.0,0.0,0,0.1575504,0.157554,57.883005684463086,53.75636269739429,11.036540463310782,False,合格但未入前五,{},https://aihubmix.com/model/kimi-k2.5
glm-5,GLM,none,12,12,12,0.659747507338515,0.5,0.017838833333333335,2.043000000002697,1.0,57.48284337487626,2358.4166666666665,54.833333333333336,,0,1.8984999999956926,2.9453000000008607,1.0,0.0,0,0.21406246399999998,0.21406600000000003,57.686099837557,53.08554277819283,8.126564989338675,False,合格但未入前五,{},https://aihubmix.com/model/glm-5
deepseek-v3.2,DeepSeek,none,12,12,12,0.6427000816497557,0.5,0.006007083333333333,3.2982499999998254,1.0,57.30095480958591,2412.1666666666665,49.333333333333336,,,3.117500000007567,3.9552999999985325,1.0,0.0,0,0.072078944,0.072085,57.90166761327959,55.749207886805685,23.778180238255306,False,合格但未入前五,{},https://aihubmix.com/model/deepseek-v3.2
glm-5.3,GLM,low,12,12,12,0.6804904888543384,0.5833333333333334,0.02350566666666667,3.2058333333334303,1.0,57.0678212626352,2365.4166666666665,69.16666666666667,33.25,0,2.4294999999838183,6.519200000006817,1.0,0.0,0,0.28206057600000006,0.28206800000000004,59.73583996122643,51.81227547444172,6.7208465096413175,False,合格但未入前五,{},https://aihubmix.com/model/glm-5.3
qwen3.8-max-2026-09-02,Qwen,none,12,12,12,0.6639862322891729,0.5,0.031683499999999996,1.7409166666669382,1.0,56.92309948950369,2214.4166666666665,43,,85.33333333333333,1.679999999993015,2.2220500000039465,1.0,0.0,0,0.38019591999999997,0.380202,57.348503531155345,51.892222567646265,4.5922413570516705,False,合格但未入前五,{},https://aihubmix.com/model/qwen3.8-max-2026-09-02
llama-4-scout,Llama,none,12,12,11,0.6201830016828923,0.3333333333333333,0.0036807500000000004,2.1365833333329647,0.9166666666666666,56.79601955732323,2242.6666666666665,57.5,,,1.9690000000118744,3.6084999999904532,1.0,0.08333333333333337,0,0.0441632,0.04416900000000001,53.72360648319335,58.34768788224209,30.12754050025642,False,未达晋级门槛,"{""invalid_ranking_format"": 1}",https://aihubmix.com/model/llama-4-scout
gemini-3.5-flash-lite,Gemini,none,12,12,12,0.6677346821298236,0.5,0.0067135,3.8020833333357587,1.0,56.71674788289208,2193,72.5,,,1.8984999999956926,13.210850000008925,1.0,0.0,0,0.08055839304,0.080562,58.063364295325215,54.60191449607553,21.74228573266224,False,合格但未入前五,{},https://aihubmix.com/model/gemini-3.5-flash-lite
solar-pro4,Solar,none,12,12,12,0.6532103645813414,0.5,0.006376333333333334,3.662750000003143,1.0,56.703863793927354,2411.6666666666665,61.25,0,0,2.1719999999913853,9.605550000010407,1.0,0.0,0,0.076512,0.076516,57.77935225044377,54.858560572620306,22.60723962141267,False,合格但未入前五,{},https://aihubmix.com/model/solar-pro4
gpt-4.1-mini,GPT,none,12,12,12,0.6379484104948812,0.4166666666666667,0.007868499999999999,1.3881666666687427,1.0,56.67736617050231,2318.75,35,0,0,1.2815000000118744,2.001000000000931,1.0,0.0,0,0.09441600000000001,0.09442199999999999,55.36182873302734,54.58151643125999,16.753750352061193,False,合格但未入前五,{},https://aihubmix.com/model/gpt-4.1-mini
glm-4.7,GLM,none,12,12,12,0.6560958457785783,0.5,0.005726416666666667,4.617333333330559,1.0,56.34345695057411,2359.0833333333335,63.333333333333336,0,384,4.742499999993015,5.388949999994656,1.0,0.0,0,0.068710487408,0.068717,57.77531798404397,54.928709636636775,25.2360226533153,False,合格但未入前五,{},https://aihubmix.com/model/glm-4.7
deepseek-v4-pro-0813,DeepSeek,none,12,12,12,0.64566663915888,0.5,0.014328750000000001,2.3384166666680053,1.0,56.2682440038848,2412.1666666666665,58.916666666666664,,0,2.2655000000086147,3.142899999988731,1.0,0.0,0,0.17193720480000002,0.17194500000000001,56.84780737272321,52.28465476691444,9.994474737493498,False,合格但未入前五,{},https://aihubmix.com/model/deepseek-v4-pro-0813
claude-haiku-4-5,Claude,none,12,12,12,0.6405226970926734,0.5,0.028014333333333336,1.4375,1.0,56.25689487657014,2903.4166666666665,56,,,1.3590000000112923,1.8360499999922464,1.0,0.0,0,0.33616880000000005,0.336172,56.513308202591325,51.44668170999116,5.089014092901877,False,合格但未入前五,{},https://aihubmix.com/model/claude-haiku-4-5
qwen3.7-max,Qwen,none,12,12,12,0.6590077021985762,0.5,0.03205525,2.117083333338087,1.0,56.18208400884686,2214.4166666666665,52.166666666666664,,0,2.0315000000118744,2.602200000012817,1.0,0.0,0,0.38465752,0.38466300000000003,56.86369116587968,51.16694894580712,4.519570515744597,False,合格但未入前五,{},https://aihubmix.com/model/qwen3.7-max
qwen3-vl-30b-a3b-instruct,Qwen,none,12,12,11,0.5900027549444642,0.25,0.0021717499999999996,2.015416666668898,0.9166666666666666,55.64931106193989,2434.1666666666665,51.5,,,1.9760000000096625,2.6895000000076834,1.0,0.08333333333333337,0,0.0260552768,0.026060999999999997,50.97344668388706,59.27754728721757,32.878757831970006,False,未达晋级门槛,"{""invalid_ranking_format"": 1}",https://aihubmix.com/model/qwen3-vl-30b-a3b-instruct
DeepSeek-V3,DeepSeek,none,12,12,12,0.6452826805577714,0.5,0.0057230833333333335,4.995999999999185,1.0,55.64050839723984,2411.1666666666665,54.666666666666664,,0,5.007500000006985,5.7483499999972985,1.0,0.0,0,0.068670208,0.068677,57.181183180447704,54.28236967156268,25.014546658075588,False,合格但未入前五,{},https://aihubmix.com/model/DeepSeek-V3
qwen3.6-27b,Qwen,none,12,12,12,0.637739842876678,0.4166666666666667,0.009063333333333333,2.103000000002794,1.0,55.55200189431897,2214.4166666666665,78.33333333333333,,,2.0935000000172295,2.4012999999889875,1.0,0.0,0,0.108751088,0.10876,54.68973917356183,53.0383363933106,14.54220084879567,False,合格但未入前五,{},https://aihubmix.com/model/qwen3.6-27b
qwen3-235b-a22b-instruct-2507,Qwen,none,12,12,11,0.569129888717864,0.4166666666666667,0.005878583333333334,1.942499999999806,0.9166666666666666,55.4653007039751,2434.1666666666665,47.5,,,1.7184999999881256,2.8042000000044935,1.0,0.08333333333333337,0,0.07053759999999999,0.07054300000000001,53.2679208368367,54.789043215174594,20.961609700137444,False,未达晋级门槛,"{""invalid_ranking_format"": 1}",https://aihubmix.com/model/qwen3-235b-a22b-instruct-2507
mimo-v2.5-pro,MiMo,none,12,12,12,0.6676420770370376,0.5833333333333334,0.009826333333333331,7.236749999996391,1.0,55.36408689368194,2434.1666666666665,62.333333333333336,0,0,5.132499999992433,13.675599999999392,1.0,0.0,0,0.11791104,0.11791599999999998,58.965036179020956,51.65339383721662,15.913558088432078,False,合格但未入前五,{},https://aihubmix.com/model/mimo-v2.5-pro
gpt-oss-120b,GPT-OSS,low,12,12,12,0.625115223708149,0.4166666666666667,0.004715416666666667,3.406083333332693,1.0,55.26108810364274,2381.75,178.5,123.16666666666667,,3.3589999999967404,3.8124500000005357,1.0,0.0,0,0.05657904,0.056585,54.89178241858805,55.33676198510199,27.52691607421622,False,合格但未入前五,{},https://aihubmix.com/model/gpt-oss-120b
qwen3.6-max-preview,Qwen,none,12,12,12,0.6699636777677414,0.5,0.02734275,2.568749999998545,1.0,55.10609552809916,2214.4166666666665,80.16666666666667,,,2.4140000000043074,3.230899999997928,1.0,0.0,0,0.32810768,0.328113,56.60581030188459,50.170596291503735,5.348600990060169,False,合格但未入前五,{},https://aihubmix.com/model/qwen3.6-max-preview
qwen3-vl-235b-a22b-instruct,Qwen,none,12,12,12,0.6316714350040877,0.4166666666666667,0.005829416666666666,3.064999999999903,1.0,54.65000969487059,2434.1666666666665,56.25,,,2.5389999999897555,5.988350000011268,1.0,0.0,0,0.06994672,0.06995299999999999,54.48476057755297,53.6969129566196,22.479481258932882,False,合格但未入前五,{},https://aihubmix.com/model/qwen3-vl-235b-a22b-instruct
gpt-6-astra,GPT,low,12,12,12,0.687861114574473,0.5833333333333334,0.2073533333333333,4.227833333333062,1.0,54.4032118446208,2317.75,54.833333333333336,16.833333333333332,0,3.7419999999838183,8.503699999998204,1.0,0.0,0,2.48824,2.48824,58.33362278720193,48.167806752945324,0.7663214448211224,False,合格但未入前五,{},https://aihubmix.com/model/gpt-6-astra
gpt-5.6-luna,GPT,none,12,12,12,0.6581464051823818,0.5,0.007762416666666667,4.993499999999282,1.0,54.37130068684185,2317.75,422.25,377.6666666666667,0,4.750499999994645,6.957700000007751,1.0,0.0,0,0.09314399999999999,0.093149,56.54910608280094,51.801215152035596,18.64990078018629,False,参照组进入复测,{},https://aihubmix.com/model/gpt-5.6-luna
qwen3-coder-480b-a35b-instruct,Qwen,none,12,12,12,0.6386917247859221,0.4166666666666667,0.017438166666666668,1.7277500000030461,1.0,54.087999119510386,2434.1666666666665,56,,,1.4919999999983702,2.771049999989917,1.0,0.0,0,0.20925087999999997,0.209258,53.647972603883396,50.244844108027294,7.565003905126127,False,合格但未入前五,{},https://aihubmix.com/model/qwen3-coder-480b-a35b-instruct
doubao-seed-2-1-turbo,Doubao,none,12,12,12,0.6640081775829682,0.5,0.011235416666666666,3.9973333333352152,1.0,54.081281701977844,2793.4166666666665,45.666666666666664,0,0,4.225999999995111,4.708550000005925,1.0,0.0,0,0.13481839799999998,0.134825,56.28710150152877,50.486347433755206,12.950211506578546,False,合格但未入前五,{},https://aihubmix.com/model/doubao-seed-2-1-turbo
gemini-3.7-flash,Gemini,low,12,12,12,0.6541795937119671,0.5,0.0168955,3.492083333335662,1.0,53.343051875316114,2193,124.58333333333333,289.5,,3.1480000000010477,6.457900000007065,1.0,0.0,0,0.202746,0.202746,55.51048778105496,49.05183784626681,8.539105040631878,False,合格但未入前五,{},https://aihubmix.com/model/gemini-3.7-flash
doubao-seed-2-1-pro,Doubao,none,12,12,12,0.6647488440630186,0.5,0.02256633333333333,3.3827499999994566,1.0,53.34032649185835,2793.4166666666665,48.25,0,0,2.86699999999837,4.712800000011338,1.0,0.0,0,0.27078937599999997,0.270796,55.65397349231394,48.624427291410605,6.451806031457363,False,合格但未入前五,{},https://aihubmix.com/model/doubao-seed-2-1-pro
DeepSeek-V3.1-Terminus,DeepSeek,none,12,12,12,0.641741493444073,0.5,0.011438583333333334,4.304583333333237,1.0,52.8855407094261,2415.1666666666665,46,0,0,4.1560000000172295,5.598949999992327,1.0,0.0,0,0.13725824,0.137263,55.178350291249565,49.36241857838519,12.476867328894965,False,合格但未入前五,{},https://aihubmix.com/model/DeepSeek-V3.1-Terminus
gpt-5-mini,GPT,low,12,12,11,0.6308043186488614,0.5,0.010114166666666667,3.9870833333407063,0.9166666666666666,52.88535338469734,2317.75,342.4166666666667,298.6666666666667,0,3.9610000000102445,5.086500000012165,1.0,0.08333333333333337,0,0.12137,0.12137,54.79538565508748,49.70311229734411,13.975500354068485,False,未达晋级门槛,"{""invalid_ranking_format"": 1}",https://aihubmix.com/model/gpt-5-mini
claude-sonnet-5,Claude,none,12,12,12,0.6586129917326707,0.5,0.06886666666666667,2.9741666666644355,1.0,52.820557913798595,3759.5833333333335,108.91666666666667,,,2.32050000000163,6.336900000000602,1.0,0.0,0,0.8264000000000001,0.8264000000000001,55.069826353169006,47.390513284273666,2.103000348014286,False,合格但未入前五,{},https://aihubmix.com/model/claude-sonnet-5
gemma-4-26b-a4b-it,Gemma,none,12,12,11,0.5829938027038141,0.4166666666666667,0.002995583333333333,8.53133333332759,0.9166666666666666,52.42237420648419,2212,161.75,,,5.812999999994645,22.265749999991364,1.0,0.08333333333333337,0,0.03594016944,0.035947,52.74631849741125,54.428488526298466,35.01019226333209,False,未达晋级门槛,"{""invalid_ranking_format"": 1}",https://aihubmix.com/model/gemma-4-26b-a4b-it
gpt-5.5,GPT,low,12,12,12,0.6867861116739243,0.5833333333333334,0.17801,7.268083333336108,1.0,52.41660000916669,2317.75,355.4166666666667,311.4166666666667,0,6.929500000012922,9.462999999993187,1.0,0.0,0,2.13612,2.13612,57.321097904303564,46.20644433235803,0.8918877064541724,False,合格但未入前五,{},https://aihubmix.com/model/gpt-5.5
claude-sonnet-4-6,Claude,none,12,12,12,0.6644250259423372,0.5,0.074866,3.2916666666642413,1.0,52.3317202073539,2904.4166666666665,43,,,2.42949999999837,8.010300000000276,1.0,0.0,0,0.898392,0.898392,54.94890567609269,46.843525032494874,1.9441819817112191,False,合格但未入前五,{},https://aihubmix.com/model/claude-sonnet-4-6
